chr,start,end,width,transcriptID,geneSymbol,meth.diff,qvalue
2374,chr6,130340053,130340340,288,L3MBTL3,23.63195571,0.000139385
2375,chr6,132722150,132722901,752,MOXD1,36.68775634,0.001529657
2376,chr6,134638830,134638973,144,SGK1,33.04589496,0.001515235
2377,chr6,136870757,136872133,1377,MAP7,32.667353,0.001772965
2378,chr6,136870757,136872133,1377,MAP7,32.667353,0.001772965
2379,chr6,136870757,136872133,1377,MAP7,32.667353,0.001772965
2380,chr6,142622683,142623146,464,GPR126,35.62348249,3.96E-05
2381,chr6,142622683,142623146,464,GPR126,35.62348249,3.96E-05
2382,chr6,142622683,142623146,464,GPR126,35.62348249,3.96E-05
2383,chr6,142622683,142623146,464,GPR126,35.62348249,3.96E-05
2384,chr6,144329059,144329433,375,PLAGL1,-24.73693602,2.56E-06
2385,chr6,144329059,144329433,375,PLAGL1,-24.73693602,2.56E-06
2386,chr6,144329059,144329433,375,PLAGL1,-24.73693602,2.56E-06
2387,chr6,144385456,144385894,439,PLAGL1,23.71067491,0.00025735
2388,chr6,144329059,144329433,375,PLAGL1,-24.73693602,2.56E-06
2389,chr6,144329059,144329433,375,PLAGL1,-24.73693602,2.56E-06
2390,chr6,144329059,144329433,375,PLAGL1,-24.73693602,2.56E-06
2391,chr6,144385456,144385894,439,PLAGL1,23.71067491,0.00025735
2392,chr6,146350399,146351140,742,GRM1,32.27642108,0.000207029
2393,chr6,146350399,146351140,742,GRM1,32.27642108,0.000207029
2394,chr6,146350399,146351140,742,GRM1,32.27642108,0.000207029
2395,chr6,146350399,146351140,742,GRM1,32.27642108,0.000207029
2396,chr6,150464765,150465050,286,PPP1R14C,23.92461349,4.78E-05
2397,chr6,151814703,151815678,976,CCDC170,32.16376727,3.06E-05
2398,chr6,151561284,151561448,165,AKAP12,30.22899533,8.11E-06
2399,chr6,152128857,152129771,915,ESR1,26.73904022,0.002153984
2400,chr6,152128857,152129771,915,ESR1,26.73904022,0.002153984
2401,chr6,153450998,153451319,322,RGS17,34.66917702,1.55E-05
2402,chr6,154830622,154830843,222,CNKSR3,-20.01594085,0.000455572
2403,chr6,154360690,154360866,177,OPRM1,32.30716374,7.35E-10
2404,chr6,154360690,154360866,177,OPRM1,32.30716374,7.35E-10
2405,chr6,154360690,154360866,177,OPRM1,32.30716374,7.35E-10
2406,chr6,154360690,154360866,177,OPRM1,32.30716374,7.35E-10
2407,chr6,154360690,154360866,177,OPRM1,32.30716374,7.35E-10
2408,chr6,154360690,154360866,177,OPRM1,32.30716374,7.35E-10
2409,chr6,154360690,154360866,177,OPRM1,32.30716374,7.35E-10
2410,chr6,154360690,154360866,177,OPRM1,32.30716374,7.35E-10
2411,chr6,154360690,154360866,177,OPRM1,32.30716374,7.35E-10
2412,chr6,158957750,158958050,301,TMEM181,26.70442261,3.37E-08
2413,chr6,159590667,159591310,644,FNDC1,29.02299618,7.91E-06
2414,chr6,160768776,160769393,618,SLC22A3,38.51142508,0.001139532
2415,chr6,160769907,160769995,89,SLC22A3,31.63427025,6.15E-05
2416,chr6,168226469,168227362,894,MLLT4,43.19534373,4.47E-16
2417,chr6,168226469,168227362,894,MLLT4,43.19534373,4.47E-16
2418,chr6,168841177,168842683,1507,SMOC2,39.05322751,9.05E-05
2419,chr6,168841177,168842683,1507,SMOC2,39.05322751,9.05E-05
2420,chr6,170615242,170615465,224,FAM120B,38.90507172,1.93E-08
2421,chr6,1312384,1312916,533,FOXQ1,30.65181638,1.11E-06
2422,chr6,1313675,1314159,485,FOXQ1,29.02825832,1.33E-05
2423,chr6,1611025,1611502,478,FOXC1,30.29607724,0.000163144
2424,chr6,2841820,2842216,397,SERPINB1,25.71083322,0.005956243
2425,chr6,2841820,2842216,397,SERPINB1,25.71083322,0.005956243
2426,chr6,2841820,2842216,397,SERPINB1,25.71083322,0.005956243
2427,chr6,2902952,2903709,758,SERPINB9,33.04483525,0.000514003
2428,chr6,3024107,3024628,522,HTATSF1P2,-27.41719683,0.00068222
2429,chr6,3227035,3227346,312,TUBB2B,49.4952236,2.26E-09
2430,chr6,3227865,3228267,403,TUBB2B,37.40983609,0.000143689
2431,chr6,3228295,3228742,448,TUBB2B,-57.55461571,1.00E-06
2432,chr6,3849380,3849601,222,FAM50B,26.47626909,6.76E-05
2433,chr6,5084945,5085758,814,PPP1R3G,25.43232217,0.005835555
2434,chr6,6006706,6007081,376,NRN1,49.3229514,2.76E-07
2435,chr6,6007878,6008052,175,NRN1,-27.51150386,0.004937285
2436,chr6,6006706,6007081,376,NRN1,49.3229514,2.76E-07
2437,chr6,6007878,6008052,175,NRN1,-27.51150386,0.004937285
2438,chr6,7541555,7542440,886,DSP,28.43772677,7.57E-05
2439,chr6,7542735,7543424,690,DSP,49.40296921,5.54E-06
2440,chr6,7541555,7542440,886,DSP,28.43772677,7.57E-05
2441,chr6,7542735,7543424,690,DSP,49.40296921,5.54E-06
2442,chr6,10887389,10887615,227,SYCP2L,29.67329544,7.62E-06
2443,chr6,17102150,17102523,374,STMND1,30.33230545,1.73E-05
2444,chr6,18156114,18156240,127,TPMT,31.20734736,1.02E-07
2445,chr6,19837463,19838882,1420,ID4,20.6892383,0.001795516
2446,chr6,26501841,26501954,114,BTN1A1,64.24945437,3.04E-27
2447,chr6,27839902,27840148,247,HIST1H4L,29.46019063,0.002153984
2448,chr6,27839902,27840148,247,HIST1H3I,29.46019063,0.002153984
2449,chr6,28060340,28060531,192,ZSCAN12P1,69.04482808,5.69E-08
2450,chr6,28219524,28219542,19,ZKSCAN4,47.00247193,5.51E-14
2451,chr6,28367863,28367960,98,ZSCAN12,44.10603103,1.22E-06
2452,chr6,28367863,28367960,98,ZSCAN12,44.10603103,1.22E-06
2453,chr6,29596600,29596687,88,GABBR1,49.99450412,4.70E-10
2454,chr6,29716048,29716254,207,HLA-F-AS1,30.34797345,1.44E-05
2455,chr6,29716048,29716254,207,HLA-F-AS1,30.34797345,1.44E-05
2456,chr6,29759883,29760588,706,HCG4,-21.61962084,0.000337066
2457,chr6,29759883,29760588,706,LOC554223,-21.61962084,0.000337066
2458,chr6,29855723,29856184,462,HLA-H,22.40624381,8.08E-05
2459,chr6,30042625,30043340,716,RNF39,28.78286966,0.000188
2460,chr6,30042625,30043340,716,RNF39,28.78286966,0.000188
2461,chr6,30131457,30131475,19,TRIM15,-45.3129213,3.32E-13
2462,chr6,30227472,30228018,547,HLA-L,30.96498968,0.00050416
2463,chr6,30523331,30523601,271,PRR3,35.42381429,2.92E-06
2464,chr6,30523331,30523601,271,GNL1,35.42381429,2.92E-06
2465,chr6,30523331,30523601,271,PRR3,35.42381429,2.92E-06
2466,chr6,30881920,30882260,341,VARS2,24.18605071,0.000181333
2467,chr6,30882355,30882374,20,VARS2,-30.31234428,6.39E-07
2468,chr6,30852425,30852675,251,DDR1,38.28616355,9.78E-05
2469,chr6,30852425,30852675,251,DDR1,38.28616355,9.78E-05
2470,chr6,30881920,30882260,341,VARS2,24.18605071,0.000181333
2471,chr6,30882355,30882374,20,VARS2,-30.31234428,6.39E-07
2472,chr6,30852425,30852675,251,DDR1,38.28616355,9.78E-05
2473,chr6,30881920,30882260,341,VARS2,24.18605071,0.000181333
2474,chr6,30882355,30882374,20,VARS2,-30.31234428,6.39E-07
2475,chr6,31371010,31371045,36,MICA,51.09854164,1.68E-05
2476,chr6,31371010,31371045,36,MICA,51.09854164,1.68E-05
2477,chr6,31430653,31431002,350,HCP5,42.16000518,0.000500397
2478,chr6,31549042,31549361,320,LTB,46.16410165,3.16E-05
2479,chr6,31544693,31544847,155,TNF,42.6637244,9.51E-05
2480,chr6,31549042,31549361,320,LTB,46.16410165,3.16E-05
2481,chr6,31698020,31698492,473,DDAH2,37.64536929,4.75E-05
2482,chr6,31914911,31915144,234,CFB,28.56855272,1.25E-05
2483,chr6,32007546,32007666,121,CYP21A2,34.73841737,6.03E-09
2484,chr6,32007546,32007666,121,CYP21A2,34.73841737,6.03E-09
2485,chr6,32632526,32632644,119,HLA-DQB1,30.32431983,1.56E-05
2486,chr6,32632930,32632962,33,HLA-DQB1,39.19553971,1.88E-05
2487,chr6,32632526,32632644,119,HLA-DQB1,30.32431983,1.56E-05
2488,chr6,32632930,32632962,33,HLA-DQB1,39.19553971,1.88E-05
2489,chr6,32729794,32729824,31,HLA-DQB2,39.65958476,2.31E-06
2490,chr6,33160036,33160235,200,COL11A2,27.13833635,9.53E-06
2491,chr6,33160036,33160235,200,COL11A2,27.13833635,9.53E-06
2492,chr6,33160036,33160235,200,COL11A2,27.13833635,9.53E-06
2493,chr6,33160036,33160235,200,COL11A2,27.13833635,9.53E-06
2494,chr6,33174718,33174761,44,RING1,-54.50470473,5.45E-09
2495,chr6,33174718,33174761,44,MIR219-1,-54.50470473,5.45E-09
2496,chr6,35181846,35182396,551,SCUBE3,41.12518011,0.000188
2497,chr6,35479998,35480010,13,TULP1,42.34516029,1.37E-05
2498,chr6,36238095,36238358,264,PNPLA1,30.49045369,3.43E-05
2499,chr6,36355559,36355765,207,ETV7,36.82170249,6.83E-05
2500,chr6,36355559,36355765,207,ETV7,36.82170249,6.83E-05
2501,chr6,36355559,36355765,207,ETV7,36.82170249,6.83E-05
2502,chr6,36355559,36355765,207,ETV7,36.82170249,6.83E-05
2503,chr6,36355559,36355765,207,ETV7,36.82170249,6.83E-05
2504,chr6,36355559,36355765,207,ETV7,36.82170249,6.83E-05
2505,chr6,36355559,36355765,207,ETV7,36.82170249,6.83E-05
2506,chr6,36355559,36355765,207,ETV7,36.82170249,6.83E-05
2507,chr6,36807090,36807477,388,CPNE5,25.54364477,4.72E-05
2508,chr6,37525183,37525225,43,MIR4462,56.57794479,1.85E-16
2509,chr6,39016325,39017075,751,GLP1R,40.86484766,1.29E-05
2510,chr6,39281154,39282206,1053,KCNK17,37.39418667,0.000352675
2511,chr6,39281154,39282206,1053,KCNK17,37.39418667,0.000352675
2512,chr6,39901896,39902349,454,MOCS1,23.840353,6.44E-05
2513,chr6,39901896,39902349,454,MOCS1,23.840353,6.44E-05
2514,chr6,41004862,41004986,125,UNC5CL,54.0167727,0.001408141
2515,chr6,42016267,42016934,668,TAF8,50.41898611,0.000220205
2516,chr6,42858169,42858582,414,C6orf226,22.66758806,0.002377903
2517,chr6,42927894,42928866,973,GNMT,21.16812855,0.000692154
2518,chr6,43149760,43150043,284,CUL9,41.20846421,8.11E-07
2519,chr6,43477234,43478127,894,LRRC73,29.1823341,0.00040018
2520,chr6,43477234,43478127,894,LRRC73,29.1823341,0.00040018
2521,chr6,44265137,44265586,450,TCTE1,59.0268244,1.66E-10
2522,chr6,45982955,45983631,677,CLIC5,40.06845798,7.87E-07
2523,chr6,46620672,46621008,337,SLC25A27,33.34470228,9.87E-06
2524,chr6,46620672,46621008,337,SLC25A27,33.34470228,9.87E-06
2525,chr6,46620672,46621008,337,SLC25A27,33.34470228,9.87E-06
2526,chr6,47276495,47276721,227,TNFRSF21,41.25500145,1.59E-05
2527,chr6,52227115,52227963,849,PAQR8,21.64710236,1.74E-06
2528,chr6,53530537,53530670,134,KLHL31,23.48214776,0.001692392
2529,chr6,70992049,70992080,32,COL9A1,28.35436659,6.87E-05
2530,chr6,71665521,71665862,342,B3GAT2,25.62465533,4.82E-05
2531,chr6,71666428,71666921,494,B3GAT2,30.69635429,0.000143403
2532,chr6,74063662,74064595,934,DPPA5,20.03887364,0.000128118
2533,chr6,78173986,78174140,155,HTR1B,39.93443036,0.0001169
2534,chr6,83074532,83074976,445,TPBG,24.37483638,0.001138125
2535,chr6,83074532,83074976,445,TPBG,24.37483638,0.001138125
2536,chr6,83903892,83903927,36,RWDD2A,38.92008486,3.63E-09
2537,chr6,84563241,84563690,450,RIPPLY2,30.81791294,0.000126796
2538,chr6,84563241,84563690,450,RIPPLY2,30.81791294,0.000126796
2539,chr6,84743377,84743658,282,MRAP2,23.29555672,9.88E-06
2540,chr6,89827214,89827962,749,SRSF12,32.35792292,0.000458721
2541,chr6,90120891,90122101,1211,RRAGD,34.41076855,4.74E-06
2542,chr6,99283197,99283359,163,POU3F2,22.13131321,0.00027942
2543,chr6,100441415,100441821,407,MCHR2-AS1,39.30039512,0.000268784
2544,chr6,105388532,105388561,30,LINC00577,31.99748252,0.002516446
2545,chr6,105389232,105389488,257,LINC00577,25.13464748,0.014767624
2546,chr6,108487794,108487894,101,NR2E1,34.51505444,9.72E-07
2547,chr6,110299445,110299616,172,GPR6,28.91362442,0.007250826
2548,chr6,110300311,110300609,299,GPR6,24.5408709,3.78E-05
2549,chr6,116574170,116574208,39,TSPYL4,35.99954133,1.88E-05
2550,chr6,117086627,117086909,283,FAM162B,30.49275061,6.01E-07
2551,chr6,117197964,117198504,541,RFX6,30.20405438,0.000196243
2552,chr6,119399174,119399624,451,FAM184A,50.19091877,2.43E-05
2553,chr6,126069329,126069562,234,HEY2,27.53607206,0.000234632
2554,chr6,132129236,132129507,272,ENPP1,23.92559944,0.001058744
2555,chr6,137242700,137242916,217,SLC35D3,43.37585108,0.001646142
2556,chr6,137243199,137243554,356,SLC35D3,31.40823534,0.000450281
2557,chr6,137244129,137244883,755,SLC35D3,25.01038132,1.44E-07
2558,chr6,137816532,137817177,646,OLIG3,43.36028754,0.00312651
2559,chr6,144329059,144329433,375,HYMAI,-24.73693602,2.56E-06
2560,chr6,150285020,150285256,237,ULBP1,28.83157397,0.00010238
2561,chr6,150263318,150263562,245,ULBP2,31.83760691,6.98E-07
2562,chr6,160113578,160113649,72,SOD2,20.724432,0.000180358
2563,chr6,160113578,160113649,72,SOD2,20.724432,0.000180358
2564,chr6,160113578,160113649,72,SOD2,20.724432,0.000180358
2565,chr6,160679378,160679628,251,SLC22A2,31.13140325,5.58E-14
2566,chr6,163744318,163744473,156,PACRG-AS1,31.7548769,5.37E-06
2567,chr6,166401570,166401807,238,LINC00602,43.68787648,1.02E-25
2568,chr6,166401570,166401807,238,LINC00473,43.68787648,1.02E-25
2569,chr6,166401570,166401807,238,LINC00473,43.68787648,1.02E-25
2570,chr6,166580217,166581210,994,T,25.91534453,0.000614872
2571,chr6,166580217,166581210,994,T,25.91534453,0.000614872
2572,chr6,166720537,166720664,128,PRR18,-30.7728151,3.25E-05
2573,chr6,167369299,167370294,996,RNASET2,21.88328409,0.001646142
2574,chr6,167370449,167370744,296,RNASET2,-32.78294457,0.002463163
2575,chr6,168196155,168196352,198,C6orf123,27.9524978,0.00057246
2576,chr6,168196673,168197341,669,C6orf123,39.4045642,4.11E-05
2577,chr6,168226469,168227362,894,MLLT4-AS1,43.19534373,4.47E-16
2578,chr6,168398222,168398261,40,KIF25-AS1,45.62847866,2.27E-08
2579,chr6,168720429,168720470,42,DACT2,-32.14288846,0.000140981
2580,chr6,170124879,170125543,665,PHF10,23.4149098,1.54E-05
2581,chr6,170124879,170125543,665,PHF10,23.4149098,1.54E-05
2582,chr6,170599073,170599123,51,DLL1,41.44275475,1.21E-07
2583,chr6,170600797,170600982,186,DLL1,24.81758842,0.000520876
2584,chr6,170580913,170581131,219,FLJ38122,29.70578749,1.64E-06
2585,chr7,117512992,117513826,835,CTTNBP2,27.7398377,0.005090047
2586,chr7,3340234,3341562,1329,SDK1,22.83397156,0.001015937
2587,chr7,11871450,11871493,44,THSD7A,58.0658396,8.46E-13
2588,chr7,29234114,29235016,903,CHN2,39.52828762,5.69E-06
2589,chr7,51384035,51384956,922,COBL,37.71855038,0.001188533
2590,chr7,69062941,69063041,101,AUTS2,28.41515358,0.00212474
2591,chr7,69062941,69063041,101,AUTS2,28.41515358,0.00212474
2592,chr7,71800977,71802234,1258,CALN1,39.34357548,0.000100661
2593,chr7,69062941,69063041,101,AUTS2,28.41515358,0.00212474
2594,chr7,79082258,79082566,309,MAGI2,32.21270637,2.82E-05
2595,chr7,87104958,87105514,557,ABCB4,34.60191453,8.11E-07
2596,chr7,87104958,87105514,557,ABCB4,34.60191453,8.11E-07
2597,chr7,87104958,87105514,557,ABCB4,34.60191453,8.11E-07
2598,chr7,95401863,95402460,598,DYNC1I1,37.79000526,0.000174969
2599,chr7,95401863,95402460,598,DYNC1I1,37.79000526,0.000174969
2600,chr7,95401863,95402460,598,DYNC1I1,37.79000526,0.000174969
2601,chr7,95401863,95402460,598,DYNC1I1,37.79000526,0.000174969
2602,chr7,95401863,95402460,598,DYNC1I1,37.79000526,0.000174969
2603,chr7,108095578,108095959,382,NRCAM,37.34373866,8.81E-05
2604,chr7,108096281,108097081,801,NRCAM,45.01627093,0.00022253
2605,chr7,101460389,101461001,613,CUX1,43.25223421,2.88E-05
2606,chr7,101460389,101461001,613,CUX1,43.25223421,2.88E-05
2607,chr7,101460389,101461001,613,CUX1,43.25223421,2.88E-05
2608,chr7,101460389,101461001,613,CUX1,43.25223421,2.88E-05
2609,chr7,108095578,108095959,382,NRCAM,37.34373866,8.81E-05
2610,chr7,108096281,108097081,801,NRCAM,45.01627093,0.00022253
2611,chr7,101460389,101461001,613,CUX1,43.25223421,2.88E-05
2612,chr7,108095578,108095959,382,NRCAM,37.34373866,8.81E-05
2613,chr7,108096281,108097081,801,NRCAM,45.01627093,0.00022253
2614,chr7,101460389,101461001,613,CUX1,43.25223421,2.88E-05
2615,chr7,108095578,108095959,382,NRCAM,37.34373866,8.81E-05
2616,chr7,108096281,108097081,801,NRCAM,45.01627093,0.00022253
2617,chr7,101460389,101461001,613,CUX1,43.25223421,2.88E-05
2618,chr7,113724809,113725436,628,FOXP2,35.78984632,9.46E-05
2619,chr7,113726144,113726873,730,FOXP2,39.03316392,0.000187037
2620,chr7,121513081,121513197,117,PTPRZ1,46.67045211,0.000119813
2621,chr7,121513081,121513197,117,PTPRZ1,46.67045211,0.000119813
2622,chr7,121513081,121513197,117,PTPRZ1,46.67045211,0.000119813
2623,chr7,126892840,126892935,96,GRM8,58.33985271,2.46E-07
2624,chr7,132260602,132262025,1424,PLXNA4,31.74283948,0.003920628
2625,chr7,132260522,132261899,1378,PLXNA4,-31.59431794,3.72E-06
2626,chr7,132260602,132262025,1424,PLXNA4,31.74283948,0.003920628
2627,chr7,132260522,132261899,1378,PLXNA4,-31.59431794,3.72E-06
2628,chr7,137531281,137532189,909,DGKI,49.62409893,1.99E-06
2629,chr7,150020135,150020752,618,ACTR3C,39.02024692,4.62E-05
2630,chr7,158379500,158379770,271,PTPRN2,30.71821159,0.00186616
2631,chr7,158380269,158380490,222,PTPRN2,42.41869626,0.001152125
2632,chr7,158380837,158381306,470,PTPRN2,46.29763409,8.69E-05
2633,chr7,158381779,158381885,107,PTPRN2,47.83535359,1.32E-07
2634,chr7,154002059,154002248,190,DPP6,39.25191059,2.80E-05
2635,chr7,158379500,158379770,271,PTPRN2,30.71821159,0.00186616
2636,chr7,158380269,158380490,222,PTPRN2,42.41869626,0.001152125
2637,chr7,158380837,158381306,470,PTPRN2,46.29763409,8.69E-05
2638,chr7,158381779,158381885,107,PTPRN2,47.83535359,1.32E-07
2639,chr7,158379500,158379770,271,PTPRN2,30.71821159,0.00186616
2640,chr7,158380269,158380490,222,PTPRN2,42.41869626,0.001152125
2641,chr7,158380837,158381306,470,PTPRN2,46.29763409,8.69E-05
2642,chr7,158381779,158381885,107,PTPRN2,47.83535359,1.32E-07
2643,chr7,153584249,153584318,70,DPP6,39.50219595,1.73E-06
2644,chr7,153585257,153585603,347,DPP6,26.7607193,0.000290558
2645,chr7,916881,917766,886,GET4,33.08975982,2.24E-05
2646,chr7,193030,194001,972,FAM20C,20.238764,0.002926412
2647,chr7,2727652,2728372,721,AMZ1,24.77543587,0.001860916
2648,chr7,4998414,4998890,477,MMD2,27.82070696,0.000629413
2649,chr7,4998414,4998890,477,MMD2,27.82070696,0.000629413
2650,chr7,4998414,4998890,477,MMD2,27.82070696,0.000629413
2651,chr7,4922707,4923253,547,RADIL,41.50536018,0.001622903
2652,chr7,4998414,4998890,477,MMD2,27.82070696,0.000629413
2653,chr7,6143591,6143668,78,USP42,31.76937197,9.88E-06
2654,chr7,8473233,8473661,429,NXPH1,43.03735536,1.14E-05
2655,chr7,8474193,8474517,325,NXPH1,38.31116629,0.000646538
2656,chr7,8473205,8473634,430,NXPH1,-29.49747719,0.000101516
2657,chr7,16460587,16461235,649,ISPD,39.32897183,9.18E-05
2658,chr7,16460587,16461235,649,ISPD,39.32897183,9.18E-05
2659,chr7,18126179,18126271,93,HDAC9,24.81002254,5.15E-06
2660,chr7,18126593,18126942,350,HDAC9,34.09038756,0.003195226
2661,chr7,20371157,20371503,347,ITGB8,29.78297882,0.001277399
2662,chr7,20371253,20371435,183,ITGB8,-37.3550777,5.50E-05
2663,chr7,21582495,21582681,187,DNAH11,26.53714381,2.42E-05
2664,chr7,22396293,22396702,410,RAPGEF5,51.72243972,5.47E-05
2665,chr7,23719597,23719968,372,FAM221A,41.87167344,0.001343184
2666,chr7,23719597,23719968,372,FAM221A,41.87167344,0.001343184
2667,chr7,23719597,23719968,372,FAM221A,41.87167344,0.001343184
2668,chr7,25019016,25019059,44,OSBPL3,35.94397759,5.14E-05
2669,chr7,26331692,26331976,285,SNX10,35.25788277,5.84E-06
2670,chr7,26331692,26331976,285,SNX10,35.25788277,5.84E-06
2671,chr7,26331692,26331976,285,SNX10,35.25788277,5.84E-06
2672,chr7,28218906,28219261,356,JAZF1,29.59552221,0.000224768
2673,chr7,29845986,29846783,798,WIPF3,35.10952391,0.001168152
2674,chr7,32110649,32110909,261,PDE1C,33.21227362,0.00116019
2675,chr7,32337964,32338397,434,PDE1C,38.98578806,2.58E-05
2676,chr7,32110649,32110909,261,PDE1C,33.21227362,0.00116019
2677,chr7,32110649,32110909,261,PDE1C,33.21227362,0.00116019
2678,chr7,32110649,32110909,261,PDE1C,33.21227362,0.00116019
2679,chr7,35293496,35294044,549,TBX20,-32.14028071,0.000447248
2680,chr7,36193121,36193358,238,EEPD1,35.8314505,5.22E-06
2681,chr7,37487977,37488290,314,ELMO1,45.21006007,5.12E-05
2682,chr7,37487977,37488290,314,ELMO1,45.21006007,5.12E-05
2683,chr7,39663450,39663740,291,RALA,29.33199959,0.000131086
2684,chr7,43152245,43152716,472,HECW1,57.66139714,4.14E-06
2685,chr7,43153080,43153231,152,HECW1,40.97102017,3.01E-06
2686,chr7,44364447,44365349,903,CAMK2B,33.13755828,7.01E-08
2687,chr7,44364447,44365349,903,CAMK2B,33.13755828,7.01E-08
2688,chr7,44364447,44365349,903,CAMK2B,33.13755828,7.01E-08
2689,chr7,44364447,44365349,903,CAMK2B,33.13755828,7.01E-08
2690,chr7,44364447,44365349,903,CAMK2B,33.13755828,7.01E-08
2691,chr7,44364447,44365349,903,CAMK2B,33.13755828,7.01E-08
2692,chr7,44364447,44365349,903,CAMK2B,33.13755828,7.01E-08
2693,chr7,44364447,44365349,903,CAMK2B,33.13755828,7.01E-08
2694,chr7,45196957,45197938,982,RAMP3,43.50736899,0.001697809
2695,chr7,47621222,47622156,935,TNS3,34.5748444,1.46E-05
2696,chr7,50132746,50133001,256,ZPBP,31.06818452,1.33E-05
2697,chr7,50132746,50133001,256,ZPBP,31.06818452,1.33E-05
2698,chr7,49813019,49814217,1199,VWC2,43.54881679,0.001025832
2699,chr7,49814737,49815692,956,VWC2,44.41726401,5.36E-06
2700,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2701,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2702,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2703,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2704,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2705,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2706,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2707,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2708,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2709,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2710,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2711,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2712,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2713,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2714,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2715,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2716,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2717,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2718,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2719,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2720,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2721,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2722,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2723,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2724,chr7,50342440,50342666,227,IKZF1,41.63398758,1.46E-05
2725,chr7,50343297,50344453,1157,IKZF1,49.24389331,0.000400325
2726,chr7,55087769,55088046,278,EGFR,30.56505255,2.20E-05
2727,chr7,55087769,55088046,278,EGFR,30.56505255,2.20E-05
2728,chr7,55087769,55088046,278,EGFR,30.56505255,2.20E-05
2729,chr7,55087769,55088046,278,EGFR,30.56505255,2.20E-05
2730,chr7,70596041,70597368,1328,WBSCR17,48.57754622,0.000600257
2731,chr7,70597712,70598283,572,WBSCR17,42.04442289,0.004067917
2732,chr7,72743102,72743127,26,FKBP6,35.32081897,8.45E-06
2733,chr7,72743102,72743127,26,FKBP6,35.32081897,8.45E-06
2734,chr7,72743102,72743127,26,FKBP6,35.32081897,8.45E-06
2735,chr7,86273082,86273267,186,GRM3,56.46141498,8.77E-06
2736,chr7,86273958,86274276,319,GRM3,41.44119535,1.42E-07
2737,chr7,87257081,87257147,67,RUNDC3B,42.89282148,1.19E-05
2738,chr7,87258189,87258428,240,RUNDC3B,40.03686079,6.08E-09
2739,chr7,87257081,87257147,67,RUNDC3B,42.89282148,1.19E-05
2740,chr7,87258189,87258428,240,RUNDC3B,40.03686079,6.08E-09
2741,chr7,87257081,87257147,67,RUNDC3B,42.89282148,1.19E-05
2742,chr7,87258189,87258428,240,RUNDC3B,40.03686079,6.08E-09
2743,chr7,88388676,88389398,723,ZNF804B,33.43827378,5.51E-05
2744,chr7,92157202,92157242,41,PEX1,30.20611852,0.000581353
2745,chr7,92157202,92157242,41,PEX1,30.20611852,0.000581353
2746,chr7,92157202,92157242,41,PEX1,30.20611852,0.000581353
2747,chr7,94536926,94537345,420,PPP1R9A,22.46067899,0.000362973
2748,chr7,94537805,94537893,89,PPP1R9A,36.15342487,1.20E-07
2749,chr7,94536926,94537345,420,PPP1R9A,22.46067899,0.000362973
2750,chr7,94537805,94537893,89,PPP1R9A,36.15342487,1.20E-07
2751,chr7,94536926,94537345,420,PPP1R9A,22.46067899,0.000362973
2752,chr7,94537805,94537893,89,PPP1R9A,36.15342487,1.20E-07
2753,chr7,94536926,94537345,420,PPP1R9A,22.46067899,0.000362973
2754,chr7,94537805,94537893,89,PPP1R9A,36.15342487,1.20E-07
2755,chr7,94536926,94537345,420,PPP1R9A,22.46067899,0.000362973
2756,chr7,94537805,94537893,89,PPP1R9A,36.15342487,1.20E-07
2757,chr7,101006057,101006523,467,COL26A1,41.80659908,2.41E-05
2758,chr7,101006990,101007343,354,COL26A1,32.06435665,2.46E-05
2759,chr7,101006057,101006523,467,COL26A1,41.80659908,2.41E-05
2760,chr7,101006990,101007343,354,COL26A1,32.06435665,2.46E-05
2761,chr7,103629548,103630206,659,RELN,45.39143915,5.45E-08
2762,chr7,103085924,103086862,939,SLC26A5,37.93136085,0.000316393
