chr,start,end,width,transcriptID,geneSymbol,meth.diff,qvalue
411,chr7,21983771,21984025,255,CDCA7L,51.91899379,0.000821237
412,chr7,21983771,21984025,255,CDCA7L,51.91899379,0.000821237
413,chr7,27208025,27208228,204,MIR196B,34.0311841,0.003369462
414,chr7,27225078,27225717,640,HOXA11-AS,26.07019545,0.029607003
415,chr7,27225078,27225717,640,HOXA11,26.07019545,0.029607003
416,chr7,27208025,27208228,204,HOXA-AS4,34.0311841,0.003369462
417,chr7,27282892,27283103,212,EVX1,34.21311706,0.006151779
418,chr7,28997640,28997812,173,TRIL,33.36574866,0.000546785
419,chr7,31091999,31092217,219,ADCYAP1R1,44.09641111,0.000132608
420,chr7,31092489,31092881,393,ADCYAP1R1,33.61051513,0.001031907
421,chr7,31092114,31092954,841,ADCYAP1R1,-32.83411887,0.004602413
422,chr7,31091999,31092217,219,ADCYAP1R1,44.09641111,0.000132608
423,chr7,31092489,31092881,393,ADCYAP1R1,33.61051513,0.001031907
424,chr7,31092114,31092954,841,ADCYAP1R1,-32.83411887,0.004602413
425,chr7,31091999,31092217,219,ADCYAP1R1,44.09641111,0.000132608
426,chr7,31092489,31092881,393,ADCYAP1R1,33.61051513,0.001031907
427,chr7,31092114,31092954,841,ADCYAP1R1,-32.83411887,0.004602413
428,chr7,31091999,31092217,219,ADCYAP1R1,44.09641111,0.000132608
429,chr7,31092489,31092881,393,ADCYAP1R1,33.61051513,0.001031907
430,chr7,31092114,31092954,841,ADCYAP1R1,-32.83411887,0.004602413
431,chr7,48075837,48075980,144,C7orf57,23.21082226,8.51E-05
432,chr7,48075837,48075980,144,C7orf57,23.21082226,8.51E-05
433,chr7,48075837,48075980,144,C7orf57,23.21082226,8.51E-05
434,chr7,54609734,54610017,284,VSTM2A,30.01784029,0.022443981
435,chr7,56031731,56031831,101,GBAS,37.0875979,0.000200626
436,chr7,56031731,56031831,101,GBAS,37.0875979,0.000200626
437,chr7,76026816,76027007,192,ZP3,23.67834475,0.000710067
438,chr7,97362230,97362971,742,TAC1,34.07869338,0.00882176
439,chr7,97362230,97362971,742,TAC1,34.07869338,0.00882176
440,chr7,97362230,97362971,742,TAC1,34.07869338,0.00882176
441,chr7,97362230,97362971,742,TAC1,34.07869338,0.00882176
442,chr7,100230971,100231216,246,TFR2,27.14560051,0.000584408
443,chr7,100203335,100203552,218,PCOLCE-AS1,28.73713579,0.000904163
444,chr7,100808514,100808872,359,VGF,32.22656223,0.003901143
445,chr7,107301280,107301308,29,SLC26A4-AS1,48.37533036,0.000620873
446,chr7,139208184,139208852,669,CLEC2L,36.84385838,0.002634571
447,chr7,150066866,150067014,149,REPIN1,49.59247712,0.000643771
448,chr7,150066866,150067014,149,REPIN1,49.59247712,0.000643771
449,chr7,150066866,150067014,149,REPIN1,49.59247712,0.000643771
450,chr7,150066866,150067014,149,REPIN1,49.59247712,0.000643771
451,chr7,150497367,150497623,257,TMEM176B,27.54578475,0.007486547
452,chr7,150497367,150497623,257,TMEM176B,27.54578475,0.007486547
453,chr7,150497367,150497623,257,TMEM176B,27.54578475,0.007486547
454,chr7,150497367,150497623,257,TMEM176B,27.54578475,0.007486547
455,chr7,150497367,150497623,257,TMEM176A,27.54578475,0.007486547
456,chr7,151574473,151574790,318,PRKAG2-AS1,33.61260748,0.003671189
457,chr7,155250785,155251805,1021,EN2,30.40543608,0.01722596
458,chr8,31497513,31497592,80,NRG1,36.80369419,0.001614862
459,chr8,77594664,77594824,161,ZFHX4-AS1,28.63944775,0.009231664
460,chr8,77594664,77594824,161,ZFHX4,28.63944775,0.009231664
461,chr8,41753100,41753694,595,ANK1,37.98226502,0.00059314
462,chr8,68864523,68864921,399,PREX2,32.16517202,0.007696987
463,chr8,68864523,68864921,399,PREX2,32.16517202,0.007696987
464,chr8,91803720,91804050,331,NECAB1,31.1168638,0.00601504
465,chr8,131029249,131029418,170,FAM49B,42.99023941,6.77E-06
466,chr8,131029249,131029418,170,FAM49B,42.99023941,6.77E-06
467,chr8,132052283,132052517,235,ADCY8,25.99257605,0.029351247
468,chr8,495513,495970,458,TDRP,34.04935543,0.00308417
469,chr8,495513,495970,458,TDRP,34.04935543,0.00308417
470,chr8,22021529,22021814,286,BMP1,28.23008019,0.021883432
471,chr8,22021529,22021814,286,BMP1,28.23008019,0.021883432
472,chr8,22021529,22021814,286,BMP1,28.23008019,0.021883432
473,chr8,22021529,22021814,286,BMP1,28.23008019,0.021883432
474,chr8,41502850,41502994,145,NKX6-3,48.05640666,5.46E-06
475,chr8,42010044,42010170,127,AP3M2,38.39616089,0.001188375
476,chr8,42010044,42010170,127,AP3M2,38.39616089,0.001188375
477,chr8,55014330,55014377,48,LYPLA1,45.97593337,3.40E-07
478,chr8,55014330,55014377,48,LYPLA1,45.97593337,3.40E-07
479,chr8,55014330,55014377,48,LYPLA1,45.97593337,3.40E-07
480,chr8,55014330,55014377,48,LYPLA1,45.97593337,3.40E-07
481,chr8,55014330,55014377,48,LYPLA1,45.97593337,3.40E-07
482,chr8,55014330,55014377,48,LYPLA1,45.97593337,3.40E-07
483,chr8,119964407,119964637,231,TNFRSF11B,39.1083854,0.00011391
484,chr8,125463428,125463711,284,TRMT12,23.81810322,0.007241706
485,chr8,142237038,142237189,152,SLC45A4,32.91695493,0.000872674
486,chr8,143545531,143546728,1198,BAI1,32.80940717,0.037594376
487,chr8,143858611,143858823,213,LYNX1,32.00245602,0.002385646
488,chr8,143858611,143858823,213,LYNX1,32.00245602,0.002385646
489,chr8,143858611,143858823,213,LYNX1,32.00245602,0.002385646
490,chr8,143858611,143858823,213,LYNX1,32.00245602,0.002385646
491,chr8,144240723,144241814,1092,LY6H,28.80141077,0.034058094
492,chr8,144240723,144241814,1092,LY6H,28.80141077,0.034058094
493,chr8,144240723,144241814,1092,LY6H,28.80141077,0.034058094
494,chr8,144681562,144681700,139,TIGD5,26.6115061,0.004682392
495,chr8,144681562,144681700,139,EEF1D,26.6115061,0.004682392
496,chr8,144681562,144681700,139,EEF1D,26.6115061,0.004682392
497,chr8,144681562,144681700,139,EEF1D,26.6115061,0.004682392
498,chr8,144681562,144681700,139,EEF1D,26.6115061,0.004682392
499,chr8,144681562,144681700,139,EEF1D,26.6115061,0.004682392
500,chr8,144681562,144681700,139,EEF1D,26.6115061,0.004682392
501,chr8,144800426,144800487,62,MAPK15,53.72885533,1.14E-08
502,chr8,144898223,144898369,147,SCRIB,22.25511981,0.008657895
503,chr8,144898223,144898369,147,SCRIB,22.25511981,0.008657895
504,chr8,145052074,145052265,192,PLEC,27.99910558,0.003045698
505,chr9,140501304,140501450,147,ARRDC1,28.40980509,1.83E-05
506,chr9,214115,214286,172,DOCK8,25.39667051,0.001630291
507,chr9,2621440,2621693,254,FLJ35024,-21.38312543,0.003891128
508,chr9,70972332,70972383,52,PGM5,33.56841482,0.000506401
509,chr9,71789448,71789619,172,TJP2,40.49493986,9.59E-06
510,chr9,71789448,71789619,172,TJP2,40.49493986,9.59E-06
511,chr9,71789448,71789619,172,TJP2,40.49493986,9.59E-06
512,chr9,104500054,104500732,679,GRIN3A,22.6103425,0.000921992
513,chr9,116111715,116112049,335,BSPRY,24.04651414,0.003080923
514,chr9,122131266,122132063,798,BRINP1,37.98614848,0.000821237
515,chr9,133884388,133884702,315,LAMC3,39.2109398,0.001302298
516,chr9,138594176,138594197,22,KCNT1,46.60910911,4.46E-08
517,chr9,138594176,138594197,22,KCNT1,46.60910911,4.46E-08
518,chr9,214115,214286,172,C9orf66,25.39667051,0.001630291
519,chr9,976690,977490,801,DMRT3,31.09824353,0.01199011
520,chr9,1050630,1050716,87,DMRT2,33.73230681,7.24E-06
521,chr9,1051578,1052119,542,DMRT2,25.67898182,0.018918527
522,chr9,1050630,1050716,87,DMRT2,33.73230681,7.24E-06
523,chr9,1051578,1052119,542,DMRT2,25.67898182,0.018918527
524,chr9,1050630,1050716,87,DMRT2,33.73230681,7.24E-06
525,chr9,1051578,1052119,542,DMRT2,25.67898182,0.018918527
526,chr9,2621440,2621693,254,VLDLR,-21.38312543,0.003891128
527,chr9,2621440,2621693,254,VLDLR,-21.38312543,0.003891128
528,chr9,19408521,19408666,146,ACER2,41.87173029,0.00265197
529,chr9,37650697,37650856,160,FRMPD1,42.10684274,1.06E-06
530,chr9,70972332,70972383,52,PGM5-AS1,33.56841482,0.000506401
531,chr9,96716869,96717895,1027,BARX1,33.42882872,0.02107586
532,chr9,99800918,99801211,294,CTSV,25.92398428,0.013833842
533,chr9,99800918,99801211,294,CTSV,25.92398428,0.013833842
534,chr9,100615244,100615375,132,FOXE1,21.93394097,0.00056707
535,chr9,111929110,111929704,595,FRRS1L,22.7768047,0.007730213
536,chr9,115652412,115652500,89,SLC46A2,25.86961549,0.001208204
537,chr9,116860383,116860625,243,KIF12,21.55056513,0.002090901
538,chr9,124981599,124982269,671,LHX6,33.87070292,0.002178375
539,chr9,124988308,124988866,559,LHX6,24.53753793,0.003402042
540,chr9,124988308,124988866,559,LHX6,24.53753793,0.003402042
541,chr9,129374800,129375741,942,LMX1B,24.49092634,0.023452423
542,chr9,129376602,129377034,433,LMX1B,31.62483383,0.010019127
543,chr9,129374800,129375741,942,LMX1B,24.49092634,0.023452423
544,chr9,129376602,129377034,433,LMX1B,31.62483383,0.010019127
545,chr9,129374800,129375741,942,LMX1B,24.49092634,0.023452423
546,chr9,129376602,129377034,433,LMX1B,31.62483383,0.010019127
547,chr9,133538711,133539134,424,PRDM12,24.39813353,0.035841221
548,chr9,133541880,133542394,515,PRDM12,32.68661728,0.02893346
549,chr9,133769298,133769517,220,QRFP,31.62811242,0.008171378
550,chr9,136150097,136150600,504,ABO,26.27890289,0.030708214
551,chr9,136445178,136445319,142,FAM163B,33.37800117,0.008008111
552,chr9,139438547,139438674,128,NOTCH1,39.14317609,2.33E-05
553,chr9,139606446,139607401,956,FAM69B,33.62920486,0.02128832
554,chr9,139892154,139892886,733,CLIC3,27.3515562,0.004390972
555,chr9,139939792,139940772,981,NPDC1,-23.12899,0.002818592
556,chr9,139872611,139872982,372,PTGDS,43.04168585,0.000170495
557,chr9,140116755,140117281,527,RNF208,29.94426728,0.01722596
558,chr9,140142134,140142581,448,FAM166A,-35.57109788,0.001225846
559,chr9,140118338,140118384,47,C9orf169,28.68978136,3.11E-06
560,chrX,153094195,153095450,1256,PDZD4,34.21350407,0.014063501
561,chrX,153096556,153096664,109,PDZD4,38.75655652,0.003671189
562,chrX,50213156,50213556,401,DGKK,43.65990047,0.002194124
563,chrX,105066893,105067013,121,NRK,52.6076503,0.004276886
564,chrX,46434350,46434675,326,CHST7,34.45166086,0.028136319
565,chrX,56259630,56259642,13,KLF8,45.36945246,9.52E-10
566,chrX,56259630,56259642,13,KLF8,45.36945246,9.52E-10
567,chrX,68724462,68725288,827,FAM155B,35.58093214,0.005224258
568,chrX,120181454,120181840,387,GLUD2,53.22076903,7.42E-05
569,chrX,129305690,129305980,291,RAB33A,48.67806117,0.003773247
570,chrX,152224154,152224945,792,PNMA3,43.22316071,0.007722641
571,chrX,152224154,152224945,792,PNMA3,43.22316071,0.007722641
572,chrX,153046174,153046623,450,SRPK3,41.80566037,0.000648474
573,chrX,153046174,153046623,450,SRPK3,41.80566037,0.000648474
574,chrX,153046174,153046623,450,SRPK3,41.80566037,0.000648474
575,chrX,154493205,154493733,529,RAB39B,29.80049098,0.032684508
576,chr10,83634259,83634800,542,NRG3,34.57018055,0.026848285
577,chr10,125854100,125854369,270,CHST15,47.3444122,0.003402467
578,chr10,125854100,125854369,270,CHST15,47.3444122,0.003402467
579,chr10,83634259,83634800,542,NRG3,34.57018055,0.026848285
580,chr10,3108445,3108794,350,PFKP,44.73149874,0.00983409
581,chr10,7708674,7708969,296,ITIH5,35.35953835,0.010797559
582,chr10,25464994,25465755,762,GPR158,27.24276181,0.005239287
583,chr10,92923935,92924166,232,PCGF5,37.33082707,9.51E-05
584,chr10,92923935,92924166,232,PCGF5,37.33082707,9.51E-05
585,chr10,99790009,99790977,969,CRTAC1,27.84922351,0.014358948
586,chr10,99790009,99790977,969,CRTAC1,27.84922351,0.014358948
587,chr10,118032246,118032435,190,GFRA1,52.23560636,0.005239287
588,chr10,118032246,118032435,190,GFRA1,52.23560636,0.005239287
589,chr10,118032246,118032435,190,GFRA1,52.23560636,0.005239287
590,chr10,131761504,131762659,1156,EBF3,33.15746973,0.037434224
591,chr10,134755708,134756124,417,TTC40,44.90856966,0.000382407
592,chr10,134974064,134974468,405,KNDC1,36.44934144,0.002471007
593,chr10,134974848,134975034,187,KNDC1,44.4002664,0.000978128
594,chr10,7708674,7708969,296,ITIH5,35.35953835,0.010797559
595,chr10,16562213,16563240,1028,C1QL3,37.56725159,0.036481423
596,chr10,16563733,16563816,84,C1QL3,31.4677802,0.005719292
597,chr10,25464994,25465755,762,GPR158-AS1,27.24276181,0.005239287
598,chr10,28034119,28034788,670,MKX,36.37447419,0.007127063
599,chr10,28034119,28034788,670,MKX,36.37447419,0.007127063
600,chr10,46970861,46971256,396,SYT15,26.73279003,0.026046441
601,chr10,46970861,46971256,396,SYT15,26.73279003,0.026046441
602,chr10,64578519,64578778,260,EGR2,45.26257411,0.005554822
603,chr10,72200541,72200875,335,NODAL,35.56965101,0.006571636
604,chr10,73847781,73848209,429,SPOCK2,37.3682982,0.018516597
605,chr10,73847781,73848209,429,SPOCK2,37.3682982,0.018516597
606,chr10,73847781,73848209,429,SPOCK2,37.3682982,0.018516597
607,chr10,94822543,94822882,340,CYP26C1,39.145989,0.012148841
608,chr10,101089149,101090219,1071,CNNM1,32.2592225,0.01977306
609,chr10,102989328,102990218,891,LBX1-AS1,40.61883697,0.004467771
610,chr10,102989328,102990218,891,LBX1,40.61883697,0.004467771
611,chr10,104001125,104001622,498,PITX3,36.8420696,0.005963233
612,chr10,105036610,105037168,559,INA,30.13601138,0.000370717
613,chr10,105037883,105038016,134,INA,34.66572932,0.000143471
614,chr10,112836966,112837280,315,ADRA2A,36.06764907,0.006171931
615,chr10,124896278,124897107,830,HMX3,33.251489,0.023452423
616,chr10,126136342,126136697,356,NKX1-2,38.10291916,0.049383866
617,chr10,133999213,133999822,610,DPYSL4,39.45659934,0.043402732
618,chr10,135050180,135051403,1224,VENTX,37.74678776,0.034915878
619,chr11,134201772,134202567,796,GLB1L2,34.07909836,0.006235202
620,chr11,117667670,117668092,423,DSCAML1,32.38788366,0.000136518
621,chr11,6281275,6281300,26,CCKBR,62.64413364,2.19E-08
622,chr11,66059197,66059904,708,TMEM151A,28.62163016,0.001546343
623,chr11,1411412,1412530,1119,BRSK2,35.11496939,0.00884102
624,chr11,1411412,1412530,1119,BRSK2,35.11496939,0.00884102
625,chr11,1411412,1412530,1119,BRSK2,35.11496939,0.00884102
626,chr11,1411412,1412530,1119,BRSK2,35.11496939,0.00884102
627,chr11,2466131,2466920,790,KCNQ1,31.82175352,0.028961514
628,chr11,13984880,13985049,170,SPON1,-34.91461418,3.99E-05
629,chr11,22214083,22215342,1260,ANO5,23.73642952,0.005696272
630,chr11,22214083,22215342,1260,ANO5,23.73642952,0.005696272
631,chr11,35441741,35442136,396,SLC1A2,30.10832034,0.002262592
632,chr11,35441741,35442136,396,SLC1A2,30.10832034,0.002262592
633,chr11,35441741,35442136,396,SLC1A2,30.10832034,0.002262592
634,chr11,44331230,44331623,394,ALX4,25.69511712,0.001246222
635,chr11,72975597,72975708,112,P2RY6,22.21242714,0.000878373
636,chr11,72975597,72975708,112,P2RY6,22.21242714,0.000878373
637,chr11,72975597,72975708,112,P2RY6,22.21242714,0.000878373
638,chr11,72975597,72975708,112,P2RY6,22.21242714,0.000878373
639,chr11,72975597,72975708,112,P2RY6,22.21242714,0.000878373
640,chr11,113931314,113932136,823,ZBTB16,39.33386641,0.01658685
641,chr11,113931314,113932136,823,ZBTB16,39.33386641,0.01658685
642,chr11,128555224,128555472,249,FLI1,54.57837049,1.06E-05
643,chr11,133825963,133827427,1465,IGSF9B,35.60812801,0.03579305
644,chr11,278911,281061,2151,NLRP6,31.48713071,0.021447715
645,chr11,278911,281061,2151,NLRP6,31.48713071,0.021447715
646,chr11,569244,569585,342,MIR210HG,31.15163156,2.66E-06
647,chr11,558529,558880,352,C11orf35,37.32715408,0.000238077
648,chr11,569244,569585,342,MIR210,31.15163156,2.66E-06
649,chr11,2019142,2019285,144,H19,38.43151847,0.000387565
650,chr11,2019142,2019285,144,MIR675,38.43151847,0.000387565
651,chr11,2291494,2292397,904,ASCL2,34.28398783,0.011639527
652,chr11,2907522,2907605,84,CDKN1C,26.79843124,0.001070943
653,chr11,2907522,2907605,84,CDKN1C,26.79843124,0.001070943
654,chr11,2907522,2907605,84,CDKN1C,26.79843124,0.001070943
655,chr11,6676634,6676989,356,DCHS1,28.70265021,0.006842039
656,chr11,7695380,7695486,107,CYB5R2,47.66000561,9.16E-07
657,chr11,9025402,9025882,481,NRIP3,28.6880431,0.033972613
658,chr11,17755966,17757082,1117,KCNC1,20.61477907,0.02323267
659,chr11,17755966,17757082,1117,KCNC1,20.61477907,0.02323267
660,chr11,19263885,19264274,390,E2F8,26.27061293,0.000385998
661,chr11,19263885,19264274,390,E2F8,26.27061293,0.000385998
662,chr11,19263885,19264274,390,E2F8,26.27061293,0.000385998
663,chr11,45686095,45687414,1320,CHST1,20.68136473,0.013556254
664,chr11,57226874,57226941,68,RTN4RL2,20.14262302,0.001487086
665,chr11,61062862,61063115,254,VWCE,40.85862596,0.000944849
666,chr11,61276511,61277301,791,LRRC10B,31.47996401,0.007803931
667,chr11,61276511,61277301,791,MIR4488,31.47996401,0.007803931
668,chr11,62455502,62455850,349,LRRN4CL,29.5649472,0.00384997
669,chr11,64323193,64323483,291,SLC22A11,21.18378355,0.001552418
670,chr11,65549024,65549195,172,AP5B1,27.97029775,0.000570454
671,chr11,65639637,65640114,478,EFEMP2,29.48782451,0.000382407
672,chr11,65639637,65640114,478,EFEMP2,29.48782451,0.000382407
673,chr11,65601136,65601501,366,SNX32,31.45616268,0.015496408
674,chr11,66026208,66026504,297,KLC2,21.78549803,0.00025353
675,chr11,66026208,66026504,297,KLC2,21.78549803,0.00025353
676,chr11,66026208,66026504,297,KLC2,21.78549803,0.00025353
677,chr11,66026208,66026504,297,KLC2,21.78549803,0.00025353
678,chr11,67396389,67396512,124,NUDT8,34.06619563,0.005259219
679,chr11,67396389,67396512,124,NUDT8,34.06619563,0.005259219
680,chr11,67979216,67979232,17,SUV420H1,39.54020624,7.40E-10
681,chr11,67979216,67979232,17,SUV420H1,39.54020624,7.40E-10
682,chr11,69588844,69590536,1693,FGF4,31.71712624,0.015660859
683,chr11,69632126,69632665,540,FGF3,22.11978838,0.020884066
684,chr11,69920006,69920438,433,ANO1-AS2,40.2472856,0.000170495
685,chr11,75140845,75140989,145,KLHL35,44.15225785,0.00152949
686,chr11,75141401,75141633,233,KLHL35,-24.72813494,0.003861137
687,chr11,92702848,92703370,523,MTNR1B,30.29355556,0.000238077
688,chr11,107798958,107799730,773,RAB39A,-25.00815204,0.004845738
689,chr11,111411575,111411846,272,LAYN,35.26508269,2.89E-05
690,chr11,111411575,111411846,272,LAYN,35.26508269,2.89E-05
691,chr11,111411575,111411846,272,LAYN,35.26508269,2.89E-05
692,chr11,115630245,115630831,587,LINC00900,29.91621724,0.016783737
693,chr11,119234802,119235239,438,USP2,47.42011526,0.005963233
694,chr11,134147049,134147144,96,GLB1L3,31.46719051,0.010296161
695,chr12,103889268,103889961,694,C12orf42,22.14679837,0.00587622
696,chr12,103889268,103889961,694,C12orf42,22.14679837,0.00587622
697,chr12,103889268,103889961,694,C12orf42,22.14679837,0.00587622
698,chr12,103889268,103889961,694,C12orf42,22.14679837,0.00587622
699,chr12,103889268,103889961,694,C12orf42,22.14679837,0.00587622
700,chr12,128752015,128752479,465,TMEM132C,38.03074158,0.00132829
701,chr12,187069,187513,445,IQSEC3,24.87337506,0.02926491
702,chr12,25055628,25056216,589,BCAT1,38.54091413,0.002308349
703,chr12,25055628,25056216,589,BCAT1,38.54091413,0.002308349
704,chr12,49932915,49933305,391,KCNH3,32.85674335,0.013494054
705,chr12,94543137,94543525,389,PLXNC1,36.28731816,0.006874053
706,chr12,101189063,101189099,37,ANO4,48.42172387,1.16E-10
707,chr12,108523021,108523934,914,WSCD2,26.40048994,0.000628982
708,chr12,108523621,108523769,149,WSCD2,-36.92352325,7.46E-06
709,chr12,111471376,111472487,1112,CUX2,36.02729536,0.019252999
710,chr12,111472778,111472839,62,CUX2,42.47768464,0.000138376
711,chr12,120031911,120032523,613,TMEM233,30.98892889,7.40E-05
712,chr12,120032784,120033265,482,TMEM233,27.38295089,0.00157137
713,chr12,1770715,1770862,148,MIR3649,29.32589099,0.00011391
714,chr12,2800286,2800949,664,CACNA1C-AS1,34.33275832,0.003078433
715,chr12,45444405,45444633,229,DBX2,-38.15720728,7.41E-06
716,chr12,48153387,48153525,139,RAPGEF3,35.90787959,0.004682392
717,chr12,48153387,48153525,139,RAPGEF3,35.90787959,0.004682392
718,chr12,48153387,48153525,139,RAPGEF3,35.90787959,0.004682392
719,chr12,49391796,49392168,373,DDN,27.29298072,0.000621011
720,chr12,51610926,51611018,93,POU6F1,28.61186465,0.008267987
721,chr12,58014554,58014890,337,SLC26A10,38.72638804,0.002178375
722,chr12,58013223,58013857,635,SLC26A10,-31.89964829,0.000776032
723,chr12,58025723,58025843,121,B4GALNT1,30.33234086,0.002219216
724,chr12,58025723,58025843,121,B4GALNT1,30.33234086,0.002219216
725,chr12,58025723,58025843,121,B4GALNT1,30.33234086,0.002219216
726,chr12,58130981,58131405,425,AGAP2,-26.63649784,0.000865081
727,chr12,108297525,108297673,149,LOC728739,40.98131358,0.005245572
728,chr12,109746905,109746982,78,FOXN4,33.2775129,0.008573657
729,chr12,111284732,111284896,165,CCDC63,29.96302126,0.017760776
730,chr12,112204422,112204672,251,ALDH2,33.63918203,0.009115365
731,chr12,112204422,112204672,251,ALDH2,33.63918203,0.009115365
732,chr12,117536537,117537288,752,TESC,34.37452281,0.005582413
733,chr12,117536537,117537288,752,TESC,34.37452281,0.005582413
734,chr12,117536537,117537288,752,TESC,34.37452281,0.005582413
735,chr12,123200953,123201098,146,HCAR3,54.50038689,2.75E-08
736,chr12,123754277,123754353,77,CDK2AP1,48.46744736,4.15E-05
737,chr12,123754277,123754353,77,CDK2AP1,48.46744736,4.15E-05
738,chr12,123754277,123754353,77,CDK2AP1,48.46744736,4.15E-05
739,chr12,130645989,130647475,1487,FZD10-AS1,35.67076371,0.037120326
740,chr12,130645989,130647475,1487,FZD10,35.67076371,0.037120326
741,chr12,132689896,132690151,256,GALNT9,30.64291737,0.002729923
742,chr12,133187023,133187205,183,LRCOL1,36.1312277,0.000643464
743,chr12,133195166,133195505,340,P2RX2,43.70999069,0.000203651
744,chr12,133195166,133195505,340,P2RX2,43.70999069,0.000203651
745,chr12,133195166,133195505,340,P2RX2,43.70999069,0.000203651
746,chr12,133195166,133195505,340,P2RX2,43.70999069,0.000203651
747,chr12,133195166,133195505,340,P2RX2,43.70999069,0.000203651
748,chr12,133195166,133195505,340,P2RX2,43.70999069,0.000203651
749,chr12,133195166,133195505,340,P2RX2,43.70999069,0.000203651
750,chr12,133195166,133195505,340,P2RX2,43.70999069,0.000203651
751,chr13,44947700,44948262,563,SERP2,31.22762223,0.000293366
752,chr13,100740392,100740437,46,PCCA,-43.11811812,1.64E-05
753,chr13,100740392,100740437,46,PCCA,-43.11811812,1.64E-05
754,chr13,100740392,100740437,46,PCCA,-43.11811812,1.64E-05
755,chr13,102568907,102569331,425,FGF14,27.21188562,0.012842763
756,chr13,111767076,111768407,1332,ARHGEF7,28.50829923,0.029294672
757,chr13,111767076,111768407,1332,ARHGEF7,28.50829923,0.029294672
758,chr13,111767076,111768407,1332,ARHGEF7,28.50829923,0.029294672
759,chr13,113622881,113623507,627,MCF2L,30.68087082,0.000339134
760,chr13,31480192,31480777,586,MEDAG,22.23113948,0.002895827
761,chr13,37005794,37006384,591,CCNA1,38.89861813,0.004467771
762,chr13,37005794,37006384,591,CCNA1,38.89861813,0.004467771
763,chr13,37005794,37006384,591,CCNA1,38.89861813,0.004467771
764,chr13,37005794,37006384,591,CCNA1,38.89861813,0.004467771
765,chr13,37248953,37248996,44,SERTM1,83.05860806,1.39E-06
766,chr13,100635729,100635737,9,ZIC2,41.18319773,0.000171556
767,chr13,100622022,100622471,450,ZIC5,29.50760403,0.011371984
768,chr13,113622881,113623507,627,MCF2L-AS1,30.68087082,0.000339134
769,chr13,114312685,114312964,280,ATP4B,28.24393607,0.017946751
770,chr13,114631137,114631340,204,LINC00565,-36.80079342,5.25E-05
771,chr14,25518991,25519109,119,STXBP6,22.4852672,9.53E-05
772,chr14,58331962,58332838,877,SLC35F4,43.48894064,0.036968076
773,chr14,58333098,58333113,16,SLC35F4,40.07082554,7.95E-05
774,chr14,60336158,60336293,136,RTN1,33.2307338,8.01E-05
775,chr14,60952500,60952551,52,C14orf39,37.17417824,0.00343053
776,chr14,69951031,69952218,1188,PLEKHD1,21.73540592,0.01452325
777,chr14,74707791,74708349,559,VSX2,34.41346657,0.004683218
778,chr14,88792912,88793319,408,KCNK10,29.86779849,0.014142048
779,chr14,90527269,90528224,956,KCNK13,23.25662306,0.023452423
780,chr14,103851197,103851230,34,MARK3,24.15863524,0.000202617
781,chr14,103851197,103851230,34,MARK3,24.15863524,0.000202617
782,chr14,103851197,103851230,34,MARK3,24.15863524,0.000202617
783,chr14,103851197,103851230,34,MARK3,24.15863524,0.000202617
784,chr14,103851197,103851230,34,MARK3,24.15863524,0.000202617
785,chr14,34419635,34420079,445,EGLN3,25.23132496,0.011554417
786,chr14,36003836,36004091,256,INSM2,32.93580126,0.01722596
787,chr14,36004530,36004969,440,INSM2,35.30302646,0.0025941
788,chr14,52734992,52735452,461,PTGDR,46.18764455,7.75E-05
789,chr14,52734992,52735452,461,PTGDR,46.18764455,7.75E-05
790,chr14,59930759,59931142,384,GPR135,35.78053433,0.00481214
791,chr14,60977713,60977895,183,SIX6,37.44436791,0.034058094
792,chr14,65689147,65689244,98,LOC100128233,47.79085518,1.52E-05
793,chr14,67983979,67984109,131,TMEM229B,36.91400017,0.003822347
794,chr14,74352609,74352744,136,ZNF410,36.95380661,0.00012307
795,chr14,74352609,74352744,136,ZNF410,36.95380661,0.00012307
796,chr14,74352609,74352744,136,ZNF410,36.95380661,0.00012307
797,chr14,74352609,74352744,136,ZNF410,36.95380661,0.00012307
798,chr14,74352609,74352744,136,ZNF410,36.95380661,0.00012307
799,chr14,74352609,74352744,136,ZNF410,36.95380661,0.00012307
800,chr14,75422474,75422633,160,PGF,30.62292962,0.000643464
801,chr14,75422474,75422633,160,PGF,30.62292962,0.000643464
802,chr14,75760461,75760499,39,LOC731223,53.00209542,0.000202617
803,chr14,88459079,88459556,478,GALC,28.09989322,0.010393979
804,chr14,88459079,88459556,478,GALC,28.09989322,0.010393979
805,chr14,88459079,88459556,478,GALC,28.09989322,0.010393979
806,chr14,91593891,91593949,59,SNORA11B,43.92941345,0.000196853
807,chr14,96342464,96343688,1225,LINC00617,34.49924162,0.020222844
808,chr14,101035059,101035769,711,BEGAIN,30.24418037,0.000189231
809,chr14,101035059,101035769,711,BEGAIN,30.24418037,0.000189231
810,chr14,102025996,102026870,875,DIO3,38.15933165,0.002629574
811,chr14,102027208,102027716,509,DIO3,34.03486221,0.024776418
812,chr14,102025996,102026870,875,MIR1247,38.15933165,0.002629574
813,chr14,102027208,102027716,509,MIR1247,34.03486221,0.024776418
814,chr14,103988163,103988999,837,CKB,32.39851474,0.007047053
815,chr15,27216011,27216856,846,GABRG3,36.40233065,0.011388458
816,chr15,27216011,27216856,846,GABRG3,36.40233065,0.011388458
