Click,UniqueClick,Name,Price,Rank,SpecialOffer,Rating,Windows,SiteBuilder,Shopping,Mailboxes,Spam,FTPManager,FTPaccounts,Webchat,UserForums
31,30,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
71,63,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
76,59,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
64,57,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
38,32,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
48,44,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
39,37,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
34,33,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
55,46,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
43,38,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
49,39,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
51,47,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
48,43,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
26,24,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
53,44,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
45,40,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
46,42,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
69,60,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
48,44,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
35,30,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
37,35,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
32,31,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
54,44,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
65,55,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
57,50,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
45,42,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
45,42,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
43,40,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
38,35,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
48,41,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
56,50,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
64,60,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
47,44,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
51,43,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
43,39,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
35,30,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
68,53,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
62,50,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
69,60,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
43,39,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
51,45,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
48,37,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
41,38,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
72,64,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
61,57,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
44,43,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
47,45,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
47,41,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
45,33,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
39,35,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
70,60,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
60,49,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
56,46,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
37,31,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
34,27,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
33,29,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
28,27,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
46,41,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
62,57,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
63,51,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
47,43,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
49,45,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
28,27,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
41,36,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
55,49,GoDaddy,3.99,7,0,0,1,0,0,0,0,1,0,0,0
42,37,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
53,50,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
57,50,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
59,56,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
56,51,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
47,41,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
46,45,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
33,31,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
56,53,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
38,35,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
30,30,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
36,33,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
31,27,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
35,32,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
28,24,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
39,35,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
39,37,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
29,29,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
38,34,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
35,30,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
28,24,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
38,35,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
37,32,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
32,30,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
35,33,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
27,24,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
27,27,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
32,27,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
32,27,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
42,41,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
52,51,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
51,40,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
53,48,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
31,28,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
26,24,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
34,30,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
48,44,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
39,37,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
38,36,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
37,34,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
38,35,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
38,36,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
32,31,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
49,45,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
35,31,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
33,33,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
31,28,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
29,27,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
37,34,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
28,25,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
48,45,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
39,38,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
40,34,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
35,32,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
38,36,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
27,26,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
35,28,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
49,45,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
44,37,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
33,31,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
33,27,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
20,20,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
34,28,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
28,28,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
35,31,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
44,42,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
45,42,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
23,21,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
33,29,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
38,34,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
19,17,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
49,46,NetworkSolutions,2.99,9,0,0,0,1,1,0,0,1,1,0,0
